,list_name,successInSample_count,sample_count,notSample_count,success_count,population_count,pvalue,successInSampleGenes,FDR
24,Cervix_Ectocervix,150,1148,8666,1180,9814,0.134444643036176,COL1A1; FAM20A; MIR205HG; KSR1; ; ZNF618; NA; GADD45G; MANCR; SH3PXD2A; PRDM8; CACNB3; SELP; TPRG1; NPR2; MEX3A; DST; WNT16; ARHGEF40; ADGRF1; LINC01214; DBN1; SCEL; ATG9B; IFITM1; MUC20; CCDC80; NR1D1; MCUB; MAB21L4; KRTCAP2; CYP24A1; TRANK1; ANXA1; CRISPLD2; C11orf95; NINL; RAB31; ARL4A; MEIS1; ASAP3; WSB1; ELF3; MMP11; IGFBP4; SPRR1B; C1QTNF6; S100A14; FZD2; P3H2; ESPL1; AMIGO2; MYLIP; CCDC102A; NOSTRIN; TMEM39B; CEBPB; DDAH2; CCDC74B; CHD3; PTPRS; PLEKHA5; WDR27; SYNGAP1; NAGLU; TEAD2; C1R; MAX; CDH3; PHF19; SFRP4; MELTF; PPM1M; STX5; GRHL3; PRICKLE2; BDH2; NYNRIN; LAMA3; BCL2; XXYLT1; ITPKB; TMPRSS11D; NR2F1; TMEM8B; MRC2; SELENOM; ADAMTS10; C7orf26; CMTM3; CASTOR1; ZNF43; PHC1; HM13; LGALS1; EVPL; PTPRU; NRM; TRIM16; ZNF300; PTPN13; LGI4; LINC02614; PCDHGA6; COL6A1; PTK7; PLCG1; NTNG1; SOX4; GMPPA; PUSL1; ZNF398; PLEKHH2; INVS; SFN; NUMBL; ACIN1; GAL3ST4; COL24A1; HYI; EPB41L4A; ECE1; SH3BP1; CENPW; KRT78; UBXN1; CCNI; PPP1R10; KRTDAP; KLK14; PCOLCE; TPST1; IVL; EPHA2; FXYD5; PLA2G4D; PMEL; SPRR1A; SLCO2A1; RHOB; NASP; SNHG8; LY6E; PLCB3; TBC1D10A; CTSV; HOXD3; PBX1; SCNN1G; CCN5,0.285022643236692
11,Brain_Cerebellar_Hemisphere,136,1057,8757,1180,9814,0.19907387329169,FAM182B; ; RASGRF1; CALB2; DOC2A; MISP3; TIAM1; SYNE1; NA; PPFIA4; TUBB3; CACNB3; ENO2; SCN1A; OBSCN-AS1; TMOD2; DNM3; AGPAT4; ASIC1; FAXC; AVIL; LINC01597; FBLL1; GRAMD1B; TRANK1; NDRG4; HPCAL1; MPP2; TMEM145; KIF3C; SOGA1; SYT12; SLF1; NINL; HCN3; RGS17; CYP26B1; KIAA1614; TMEM132A; CIT; CLSTN3; SLC17A7; DNAJB2; CSRNP2; PHTF1; LY6G5C; RPS6KL1; DAB2IP; GPR137C; FGF9; C12orf76; KCNC3; DTX3; MMP24; AGAP2; MTCL1; TLE2; TMEM178A; PTPRZ1; TMCC2; RNF187; FRMD5; GAD1; RNFT2; DUSP8; TNFRSF25; STMN3; CSPG5; RAP1GAP2; TIAF1; CNIH2; LINC01719; MAP2; RNF208; NYNRIN; SHF; TLCD3B; ZNF600; TYRO3; ADGRL1; SLC10A5; PCDHA7; LRRC4; GPR19; VSNL1; EFR3B; RALGDS; TPRN; PYDC1; TIGD3; GALR3; LINC01003; ZNF337; BRSK1; CXXC5; MAPKBP1; PLEKHG5; MCTP1; IPCEF1; MTUS1; RASGEF1A; KCNAB3; OMG; APMAP; LINC00205; PAG1; CDR2L; SDHAF1; PCNX2; GOLGA8A; ATL1; PLCG1; SCN1B; KIAA0895L; IDNK; ADORA1; NREP; LCMT1; KPNA5; NHLH1; LINC00957; ARFGEF3; MAMDC4; ANKLE1; KIAA0319; SEPTIN5; CDK5; RAB37; SYBU; RAB15; MADD; ADAM11; ULK3; ANKRD13B; GPR83; TMC7,0.405804434017675
45,Skin_Sun_Exposed_.Lower_leg.,153,1203,8611,1180,9814,0.227387844209738,COL1A1; MIR205HG; ; AQP5; DGAT2; KRT15; ANKRD22; TENT5B; NA; RHOV; TPRG1; B4GALNT3; C5orf38; DST; SPTLC3; KRT86; WNT16; SPTSSB; GPC2; EXPH5; IL7; LINC01214; SCEL; ATG9B; NLRC5; ADGRF4; DLGAP4; NR1D1; TGM5; MAB21L4; GSDMC; RHBDL2; LY6G6C; VAMP8; SYT8; SCNN1B; PICART1; ARL4A; CRY2; CYP26B1; ASAP3; AGFG2; BMP2; EML4; SPRR1B; ETV6; GPR68; S100A14; PIK3C2B; ETV4; SMARCD2; RNF43; LIMK2; KIFC3; RBBP8NL; MT1X; HOPX; HES1; LIG1; BACH2; ATG101; OSBPL3; PIM3; VWA5A; CDH3; PER2; MELTF; STX5; PLLP; TLCD1; TMEM147; GRHL3; NYNRIN; LAMA3; E2F2; RALGPS2; PLEK2; CYP4F12; ZFP36L2; XXYLT1; MALT1; CTNNBIP1; RNF135; TOM1; SUSD2; GPRC5D; RALGDS; TM7SF2; PYDC1; ASIP; MED8; ACOX1; IL36RN; ZNF726; EVPL; OSBPL6; PLEKHG5; MACC1; TRIM16; LY6G5B; PTPN13; ZMYND19; TFCP2L1; BCL11B; ARHGAP30; MOV10; PTK7; IER5; SDC4; PUSL1; ZNF398; CASZ1; SFN; SCNN1A; GAL3ST4; ABCA12; DOK4; MFSD2A; EGLN3; SH3BP1; ITGB4; ERBB3; KRT78; IL22RA1; EZH2; SAPCD2; KRTDAP; KLK14; EMP2; KLF6; IVL; ADAM15; EPHA2; PCGF3; PLA2G4D; PMEL; PRC1; PRSS8; SNHG8; AQP3; TMED3; CDK6; ITGA2; TACC2; RAB40C; TBC1D10A; ULK3; TTC39C; CTSV; ALOX15B; GPR1; OR7C1; SCNN1G,0.446353916411707
49,Testis,40,298,9516,1180,9814,0.24959687991865,; SHOC1; NA; RPGRIP1; LINC00705; CATSPERG; LINC01214; LINC01206; LINC02742; OSCP1; CCDC150; GUCY2D; ADAM32; DDX43; DCAF4L1; CCDC74B; C1orf100; STK31; TTLL10; FRG2C; DNAAF3; CDC25C; MAJIN; IZUMO4; KIF2C; KIF24; IQCN; FSCN3; STAG3; TESMIN; EID3; RIBC2; YBX2; LINC01191; TBC1D29P; SRRM5; CENPU; ARMC12; ACRV1; SPATA24,0.472451236988873
5,Artery_Coronary,168,1339,8475,1180,9814,0.276439749757165,COL1A1; RBPMS; ATOH8; SYNPO; ; STING1; PLAT; ZNF618; IFI16; TENT5B; NA; GADD45G; CSF1; MANCR; SELP; GPRC5C; NPR2; CRIP2; INPP5B; FAM177A1; FSTL3; NAV1; SPRED3; PLEKHG3; GADD45B; ID3; ARID5A; CCDC80; MTMR11; FBXL2; ARRDC2; DLGAP4; MCUB; PLXNB1; PLXNA2; KRTCAP2; TRANK1; PLEKHG2; P2RY6; PLAU; NGF; GRK5; YIF1A; CRIM1; COL8A1; SYT12; C11orf95; PICART1; RAB31; MCAM; NUPR1; WSB1; VAMP5; GPR161; ITGB3; SMC4; HS1BP3; CTSD; EML4; IGFBP4; ETV6; ZBTB16; FZD2; AMIGO2; BATF3; RASGRP2; CCDC107; MYLIP; CCDC102A; IFITM10; LY96; SORBS1; CHPF; DDAH2; SORBS2; PTPRS; ESAM; NAGLU; TEAD2; IFT80; C1R; ANTXR1; PHF19; PPM1M; SERPINH1; BDH2; MGST3; TCN2; ZFP36L2; ST6GAL1; CREB3; CCPG1; MRC2; RNF135; SELENOM; GUCY1A1; SUSD2; ADAMTS10; PEF1; NNMT; ARSJ; PCDHB13; HAAO; TENT5A; CMTM3; SIGLEC15; SUMF2; ZBTB40; COMMD7; HM13; LGALS1; MYBL1; NRM; ZNF846; C2CD2; FER; HNMT; FTL; FNIP2; COL6A1; HEXIM1; ADGRE5; NCKAP5L; RCL1; AKR1C1; GMPPA; PDGFA; CX3CL1; FIGN; NUMBL; RCBTB2; KIRREL1; GAL3ST4; SEC61A1; KALRN; ITGA3; SRF; DOK4; HYI; PCSK5; ECE1; STX8; DGKH; MAML2; CCNI; MEIS2; PCOLCE; KLF6; SRM; RASAL2; CBX7; HDAC7; SBSPON; SCMH1; FOXO3; DPYSL3; NEDD9; IFFO1; FXYD5; CSRP2; RHOB; SIL1; PALLD; SLFN11; PLCB3; TBC1D10A; ARL2; CCN5,0.50521747369413
44,Skin_Not_Sun_Exposed_.Suprapubic.,151,1210,8604,1180,9814,0.315518538663187,MIR205HG; ; AQP5; ABCA4; DGAT2; KRT15; ANKRD22; TENT5B; NA; RHOV; TPRG1; FOSL1; B4GALNT3; C5orf38; DST; SPTLC3; KRT86; WNT16; SPTSSB; HAS3; GPC2; EXPH5; IL7; LINC01214; SCEL; ATG9B; NLRC5; ADGRF4; NR1D1; TGM5; MAB21L4; GSDMC; RHBDL2; LY6G6C; VAMP8; SYT8; SCNN1B; PICART1; ARL4A; CYP26B1; ASAP3; CDK3; CAPN12; AGFG2; BMP2; EML4; SPRR1B; GPR68; S100A14; P3H2; PIK3C2B; ETV4; SMARCD2; RNF43; LIMK2; RBBP8NL; MT1X; HOPX; HES1; LIG1; ATG101; OSBPL3; TNFRSF25; PIM3; VWA5A; CDH3; PER2; MELTF; PLLP; TLCD1; TMEM147; GRHL3; LAMA3; E2F2; RALGPS2; PLEK2; CYP4F12; ZFP36L2; XXYLT1; CTNNBIP1; RNF135; TOM1; SUSD2; GPRC5D; RALGDS; TM7SF2; PYDC1; ASIP; MVD; ACOX1; IL36RN; ZNF726; EVPL; OSBPL6; PLEKHG5; MACC1; TRIM16; LY6G5B; PTPN13; ZMYND19; TFCP2L1; BCL11B; MOV10; PTK7; IER5; SDC4; PUSL1; ZNF398; CEP128; CASZ1; SFN; SCNN1A; GAL3ST4; ABCA12; DOK4; MFSD2A; EGLN3; SH3BP1; ITGB4; ERBB3; KRT78; IL22RA1; EZH2; SAPCD2; KRTDAP; KLK14; EMP2; KLF6; IVL; ADAM15; EPHA2; PCGF3; PLA2G4D; PMEL; SERINC5; PRSS8; SNHG8; AQP3; TMED3; CDK6; ITGA2; TACC2; RAB40C; TBC1D10A; ULK3; TTC39C; CTSV; ALOX15B; GPR1; OR7C1; SCNN1G,0.55741608497163
32,Heart_Atrial_Appendage,146,1173,8641,1180,9814,0.331979923221215,CFI; ATOH8; SYNPO; ; STING1; PODXL; TCIM; NA; GADD45G; PDE4D; SELP; ACOT11; IL32; B4GALNT3; MYBPHL; KLHDC8B; CRIP2; OBSCN; FSTL3; CP; GADD45B; ID3; CCDC80; ALDH2; ADAM19; TRIM45; FHL2; NOS3; MCUB; GPR3; PRELID2; SMCO4; DHRS9; CXCL1; NGF; GRK5; PLEKHF1; PPFIBP1; PRLH; CRY2; CLGN; VAMP5; SLC39A7; MMP11; AKAP6; TMEM245; SLC2A9; VSTM2L; CTSD; NUDT16L1; RNF207; GCAT; BLM; FGF9; CCDC107; PHYH; YAF2; CHPF; HMOX2; PFKM; ST3GAL4; SEMA6C; TLE2; NAA40; SORBS2; CCDC68; PLEKHA5; FRMD5; RGS9BP; TEAD2; CBLB; LUCAT1; CDK18; C1R; RAP1GAP2; LUZP1; TIAF1; TMEM176B; LINC01719; SERPINH1; CRELD1; MGST3; PYGB; MPC1; NDUFB9; PTGES2; MRC2; GUCY1A1; COQ10A; PCDHB13; TM7SF2; TENT5A; ASIP; GPR153; TMEM141; CFLAR; LDHD; FASTKD1; CXCL3; KLHL24; LXN; WDR49; MTUS1; SUCLG1; FNIP2; TRIM16L; NCKAP5L; PDGFB; AKR1C1; SCN1B; SLC25A12; CDKN2AIPNL; IER5; CISD1; JMJD6; DLL4; SIAE; MYO18A; SRF; NAXE; CD274; FIS1; EPB41L4A; EGLN3; ECE1; ACAA2; STAT4; TSPAN32; DOK7; MRPL33; PCOLCE; RASAL2; SCMH1; AGT; NDUFS8; SEPTIN5; ABLIM3; DMAC1; RAB15; EIF2B3; PALLD; TACC2; TNNC1; CCDC69; LRIG1; SNTA1,0.567578578410465
20,Brain_Substantia_nigra,121,981,8833,1180,9814,0.392282548753658,SLC4A8; BCAS1; ; RASGRF1; PRTFDC1; NA; TUBB3; FAM178B; SOX2; ENO2; FAM177A1; SCN1A; TMOD2; DNM3; SLC7A11; PCDH9; AGPAT4; HS3ST5; VAMP1; ASIC1; LINC01597; FBLL1; NRGN; NDRG4; ATAT1; RHBDL2; MPP2; TMEM145; KIF3C; NDRG2; ACYP1; TMEM132A; CIT; PGM2L1; MEPE; SLC17A7; DNAJB2; CPNE2; AKAP6; MCM7; CCDC88A; RPS6KL1; GPR137C; CNGB1; FA2H; FMNL2; DISP3; C12orf76; CST3; NTRK2; AGAP2; CXXC4; TMEM178A; PTPRZ1; LINC00460; IPO13; TMCC2; RNF187; FRMD5; GAD1; ABHD12; RNFT2; STMN3; IFT80; MAP4K4; CDK18; CSPG5; SYT5; PLLP; CNIH2; MAP2; RNF208; SLC5A11; TYRO3; ITPKB; ADGRL1; POU3F2; LRRC4; GPR19; VSNL1; EFR3B; SYT17; RALGDS; BRSK1; CXXC5; VSTM5; WDR49; DOCK10; RASGEF1A; OMG; LINC00205; YKT6; CDR2L; ATP6V0B; KCNAB2; ATL1; DHFR; ALDH6A1; PIGX; IDNK; ADORA1; SNX24; SLC18B1; GUK1; FIS1; NUDT16; NHLH1; AIF1L; PEX16; NECAB2; SAPCD2; LINC00957; STK32C; TMEM63A; ARFGEF3; MARCKSL1; KIAA0319; CDK5; ZNF713; ANKRD13B; TMC7,0.649717971373246
27,Colon_Transverse,176,1445,8369,1180,9814,0.435794943225601,LGALS9; LGALS9B; ; PLAT; CAPN13; TFF3; LGALS9C; EFNA2; MISP3; SULT1A1; SMIM31; NA; TMC5; MANCR; ACOT11; IL32; B4GALNT3; B3GNT6; FAM177A1; MUC4; VSIG2; SCN9A; HOXB3; IL7; CLDN3; BMP5; MGLL; HHLA2; MUC20; ADAM19; MTMR11; ENPP3; GALNT5; MUC3A; LGALS2; TROAP; IQGAP3; MECOM; FGFR4; DNMT3A; PRELID2; KRTCAP2; RHBDL2; DHRS9; LINC01588; VAMP8; SCNN1B; ZACN; HCN3; SLC39A7; ELF3; CDK3; AGFG2; BMP2; CPNE2; SLC25A38; JTB; CFTR; EML4; PWWP2B; MZB1; P3H2; PIK3C2B; RNF43; AKR1C3; MISP; PTPRH; CASP6; LIMK2; LINC01224; ST6GALNAC1; NSUN5; MAP2K6; ACY3; AOC1; ST3GAL4; CCDC68; ABHD11; CEACAM5; PHYKPL; TMPRSS2; ARRDC1; VWA5A; TERT; TMEM176B; SECTM1; E2F2; PLEK2; CYP4F12; ZNF600; PYGB; VIPR1; STON1; FLVCR2; SCIN; SPTSSA; ABRACL; MFSD3; SLC10A5; FOXP2; ZNF789; NT5DC3; PFKFB2; GUCY1A1; SELENBP1; TTC39A; EFNB2; ZNF69; ZG16; TPRN; ZNF124; SATB1; GPR153; TMEM141; ACOX1; RCCD1; GALR2; LINC01559; LDHD; GEN1; FASTKD1; COMTD1; NR2F6; CDHR2; LXN; MPV17L2; HNMT; LTK; APOBEC3B; LINC02614; SUCLG1; STK38; PAG1; MGAM2; TFCP2L1; SDHAF1; CHFR; ARHGAP27; TK1; OTULINL; GMPPA; ATP6V0D1; CASZ1; SCNN1A; SIAE; PGBD2; COL24A1; SRF; OCEL1; DOK4; HYI; PCSK5; AMT; MCTP2; ACAA2; SH3BP1; ERBB3; POLD1; FSIP2; HTR3A; NOL4L; PPARGC1B; KRCC1; TMEM63A; STARD10; OGFRP1; SERINC5; MTRF1; PRSS8; TMEM186; PLCB3; SRSF2; PRR15L; LRIG1; HOXD3; SCNN1G,0.699913090635056
4,Artery_Aorta,163,1346,8468,1180,9814,0.472906391852269,RBPMS; ATOH8; SYNPO; ; STING1; PLAT; ZNF618; TENT5B; SYNE1; NA; GPRC5C; NPR2; CRIP2; INPP5B; FAM177A1; FSTL3; NAV1; SPRED3; CP; PLEKHG3; GADD45B; DBN1; C1RL; ID3; ARID5A; MTMR11; FBXL2; DLGAP4; MECOM; PLXNB1; KRTCAP2; TRANK1; PLEKHG2; P2RY6; NGF; GRK5; YIF1A; CRIM1; PPFIBP1; COL8A1; C11orf95; PICART1; NINL; RAB31; RGS17; MCAM; WSB1; SLC39A7; GPR161; ITGB3; HS1BP3; AKAP6; CTSD; ETV6; ZBTB16; FZD2; AMIGO2; DIP2C; CCDC107; MYLIP; CCDC102A; IFITM10; TMEM39B; LY96; SORBS1; CHPF; DDAH2; SORBS2; NAGLU; C1R; VWA5A; ANTXR1; PHF19; SFRP4; PPM1M; UST; SERPINH1; CRELD1; BDH2; MGST3; BLVRA; ZFP36L2; ST6GAL1; CREB3; CCPG1; TMEM8B; MRC2; NT5DC3; SELENOM; GUCY1A1; EFNB2; ADAMTS10; PEF1; NNMT; ARSJ; PCDHB13; HAAO; TENT5A; SIGLEC15; SUMF2; ZBTB40; HM13; LGALS1; ADAMTS6; DIAPH3; MYBL1; NRM; ZNF846; DOCK10; HNMT; FTL; PCDHGA6; FNIP2; COL6A1; HEXIM1; ADGRE5; GMPPA; IER5; PDGFA; CX3CL1; FIGN; NUMBL; KIRREL1; GAL3ST4; SEC61A1; KALRN; ITGA3; SRF; GUK1; DOK4; HYI; PCSK5; BDNF; STX8; SPRYD3; DOK7; MAML2; CCNI; LRCH3; EMP2; MRPL33; ARMC9; KLF6; CBX7; HDAC7; SBSPON; SCMH1; ABCC1; DPYSL3; PCDHGA7; NEDD9; IFFO1; FXYD5; CSRP2; RHOB; SIL1; PALLD; SLFN11; TBC1D10A; LRIG1; ARL2; NINJ1; CCN5,0.737177610828538
25,Cervix_Endocervix,151,1283,8531,1180,9814,0.632638309893315,COL1A1; FAM20A; KSR1; ; STING1; ZNF618; NA; GADD45G; SH3PXD2A; CACNB3; SELP; NPR2; MEX3A; GALNT6; ARHGEF40; ODF2L; HOXB3; CCDC74A; IFITM1; CCDC80; ENPP3; ACP6; NR1D1; MCUB; SLPI; PYROXD2; KRTCAP2; CYP24A1; TRANK1; PLEKHS1; CRISPLD2; C11orf95; RAB31; MEIS1; WSB1; CDK3; CAPN12; MMP11; NCOA5; IGFBP4; DNAJB13; EVA1A; C1QTNF6; RNF207; RP1; MYLIP; CCDC102A; TMEM39B; CEBPB; C20orf96; CHPF; DDAH2; CCDC74B; CHD3; PHYKPL; PLEKHA5; WDR27; SYNGAP1; NAGLU; TEAD2; C1R; PHF19; RUNX2; SFRP4; PER2; MELTF; PPM1M; STX5; PRICKLE2; BDH2; NYNRIN; ME3; BCL2; SYS1; NR2F1; TMEM8B; MRC2; CFAP52; SELENOM; SLC35E2B; ADAMTS10; PCDHB13; C7orf26; TENT5A; CMTM3; GPR153; SUMF2; ZNF43; PHC1; HM13; ZNF726; CEP70; PTPRU; NRM; LINC02614; RERE; WDR6; PCDHGA6; COL6A1; SDHAF1; RSL1D1; ZNF609; NCKAP5L; MOV10; PTK7; SOX4; GMPPA; PUSL1; ZNF398; PRR29; PLEKHH2; INVS; NUMBL; ACIN1; RCBTB2; IL1R1; PGBD2; COL24A1; SEC61A1; OCEL1; CPAMD8; HYI; AMT; WFDC2; KPNA5; ECE1; MFSD10; UBXN1; CCNI; MEIS2; PPP1R10; LRCH3; PCOLCE; TPST1; HHAT; TMEM63A; HDAC7; PCDHGA7; FXYD5; GPR89A; GRIN3B; RHOB; LINC01644; NASP; SLFN11; SNHG8; DRC3; LRIG1; HOXD3; PBX1; CCN5,0.957995154981305
43,Prostate,148,1278,8536,1180,9814,0.713070131784312,NOX5; MIR205HG; PNKD; ; PLAT; KRT15; SMIM31; NA; TMC5; PRDM8; MUC4; SPTSSB; BMP5; RUFY4; MUC20; TRIM45; ENPP3; NLRP9; ACP6; MUC3A; OR10H1; PLXNB1; ARHGEF38; PYROXD2; TRANK1; SMCO4; ATAT1; IKBKB; NFKBIL1; CRISPLD2; PICART1; NINL; B4GALT7; MEIS1; NUPR1; DNAH5; ASAP3; MESP1; SLC39A7; LRRC26; ELF3; CDK3; GPR161; NCOA5; HS1BP3; SLC25A38; JTB; SLC2A9; NUDT16L1; C1QTNF6; P3H2; RNF207; SPDEF; GCAT; RNF43; CCDC102A; C20orf96; RBBP8NL; HES1; CHD3; ABHD11; PHYKPL; TMPRSS2; ARRDC1; WDR27; PIM3; MAX; CDH3; RUNX2; PER2; STX5; ME3; ZNF594; ZNF600; PYGB; MALT1; CREB3; NR2F1; DCXR; MFSD3; PICK1; TMEM8B; ZNF789; GUCY1A1; TTC39A; ZNF69; C7orf26; TMEM141; RBCK1; SUMF2; ZBTB40; ZNF43; COMMD7; HM13; PTPRU; NR2F6; APOL1; LXN; ZNF846; LINC01376; ZNF300; LINC02614; RERE; WDR6; HEXIM1; NCKAP5L; MOV10; PTK7; PRIM2; OTULINL; GMPPA; PUSL1; ZNF398; RWDD2A; INVS; CASZ1; ACIN1; RCBTB2; PGBD2; SEC61A1; OCEL1; NAXE; LINC00578; CPAMD8; HYI; AMT; WFDC2; MFSD10; MEIS2; PPP1R10; ARFGAP1; HHAT; TMEM63A; SCMH1; DPYSL3; PCGF3; TNFSF15; EWSR1; SERINC5; SNHG8; TMED3; PASK; PEX6; KIAA1217; ALOX15B; OR7C1; SCNN1G; GNPTAB,0.999999721135411
19,Brain_Spinal_cord_.cervical_c.1.,117,1029,8785,1180,9814,0.7663995145912,SLC4A8; BCAS1; ; RASGRF1; PRTFDC1; TIAM1; NA; TUBB3; FAM178B; SOX2; ENO2; DST; FAM177A1; SCN1A; TMOD2; LRP2; DNM3; PCDH9; AGPAT4; HS3ST5; VAMP1; ASIC1; ARHGAP33; FBLL1; ATAT1; RHBDL2; MPP2; TMEM145; KIF3C; TMEM104; PRLH; NDRG2; TMEM132A; CIT; MEPE; DNAJB2; CPNE2; EPB41L2; MCM7; CCDC88A; RPS6KL1; GPR137C; CNGB1; FA2H; FMNL2; C12orf76; AGAP2; TMEM178A; PTPRZ1; IPO13; TMCC2; RNF187; FRMD5; ST3GAL5; GAD1; ABHD12; RNFT2; STMN3; IFT80; MAP4K4; CDK18; CSPG5; TIAF1; PLLP; CNIH2; MAP2; RNF208; SLC5A11; MPC1; TYRO3; ITPKB; ADGRL1; SCIN; PCDHA7; POU3F2; GPR19; VSNL1; EFR3B; RALGDS; TPRN; CCDC148; BRSK1; CXXC5; WDR49; MTUS1; DOCK10; OMG; CDR2L; ATL1; DHFR; ALDH6A1; PIGX; GNA14; IDNK; ADORA1; SNX24; SLC18B1; NFKBIB; FIS1; NUDT16; NHLH1; AIF1L; PEX16; NECAB2; SAPCD2; LINC00957; STK32C; NOL4L; TMEM63A; ARFGEF3; MARCKSL1; KIAA0319; CDK5; ZNF713; ANKRD13B; ARL2; TMC7,0.999999721135411
1,Adipose_Subcutaneous,153,1336,8478,1180,9814,0.768066522749559,ASS1; ; STING1; DGAT2; CALB2; TCIM; IFI16; NA; CSF1; SELP; NOD1; TPRG1; AKR1C2; C5orf38; NAV1; ARHGEF40; ODF2L; TBC1D16; ITSN1; DBN1; MGLL; C1RL; ACACB; IFITM1; ALDH2; ARRDC2; MCUB; MECOM; PYROXD2; PLAU; GRK5; PLEKHF1; IKBKB; CRIM1; CYP26B1; MCAM; MESP1; VAMP5; KANK3; BMP2; CPNE2; APOD; ANGPTL4; IGFBP4; ETV6; ZBTB16; TM4SF18; CCDC107; MYLIP; GCHFR; AKR1C3; NOSTRIN; CEBPB; LY96; DDAH2; F2RL3; PTPRS; ESAM; PHYKPL; NAGLU; CBLB; LINC01116; PIM3; C1R; GDPD5; LOXL2; STX5; PRICKLE2; LIPE; MGST3; KIAA0040; TBX15; BLVRA; TCN2; ZFP36L2; XXYLT1; SH3TC1; STON1; ADM5; MFNG; AREG; RNF135; TYMP; PTPRM; EFNB2; ADAMTS10; MGST1; NNMT; PFKFB3; MIR4435-2HG; USP39; CMTM3; GPR153; MED8; ACOX1; LGALS1; TNFAIP2; KLHL24; MCTP1; NRM; ARHGAP29; ZDHHC24; KLB; C2CD2; JDP2; HNMT; APMAP; FTL; RERE; STK38; FNIP2; RSL1D1; PDGFB; RCL1; AKR1C1; MET; HSD3B7; SOX4; CX3CL1; PLEKHH2; INVS; DLL4; GPR183; NABP1; KIRREL1; IL1R1; PCSK5; EPB41L4A; ECE1; ACAA2; RALGAPA2; PLEKHG1; UBXN1; MAML2; RASD1; KLF6; ASPH; KRCC1; RASAL2; ADAM15; LACTB; HDAC7; FOXO3; FASN; NEDD9; FXYD5; ABLIM3; EIF2B3; SLFN11; CCDC69; ZNF850; HOXD3; CCN5,0.999999721135411
